id,title,hotelstars,timezone,price,duration,climate,country,countryId,temperatura,landscape,type,transport,cluster
289,Hotel R2 Rio Calma,0.75,0.5714285714285714,0.21274685816876124,0.42857142857142855,Kontynentalny,Hiszpania,0.40625,0.5238095238095237,0.125,0.0,1.0,6
290,Hotel Monte Mar Palace,0.5,0.5714285714285714,0.13644524236983843,0.14285714285714285,Śródziemnomorski,Portugalia,0.5625,0.1428571428571428,0.125,0.0,1.0,0
291,Statek Piracki na Wyspę Flamingów,0.25,0.5714285714285714,0.1947935368043088,0.35714285714285715,Śródziemnomorski,Tunezja,0.65625,0.5714285714285714,0.25,0.5,1.0,3
292,Zakupy & Starówka Antalyi,0.25,0.7142857142857143,0.21867145421903053,0.7142857142857142,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.25,0.5,1.0,18
293,Pamukkale i jezioro Salda,0.25,0.7142857142857143,0.11535008976660685,0.35714285714285715,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.625,0.5,1.0,18
294,Club Hotel Solaris,0.25,0.5714285714285714,0.12836624775583486,0.42857142857142855,Śródziemnomorski,Włochy,0.375,0.2857142857142856,0.75,1.0,1.0,1
295,Hotel Du Lac Vital Mountain,0.25,0.5714285714285714,0.07899461400359067,0.2857142857142857,Śródziemnomorski,Włochy,0.375,0.2857142857142856,0.75,1.0,1.0,1
296,Hotel Meliá Sunny Beach,0.75,0.7142857142857143,0.24057450628366248,0.42857142857142855,Kontynentalny,Bułgaria,0.25,0.4285714285714284,0.25,0.0,0.0,7
297,Hotel Meliá Sunny Beach,0.75,0.7142857142857143,0.35637342908438063,0.6428571428571428,Kontynentalny,Bułgaria,0.25,0.4285714285714284,0.25,0.0,0.0,7
298,Hotel Barceló Royal Beach,0.75,0.7142857142857143,0.19658886894075406,0.42857142857142855,Kontynentalny,Bułgaria,0.25,0.4285714285714284,0.25,1.0,1.0,15
299,Hotel Evelina Palace,0.5,0.7142857142857143,0.04937163375224417,0.2857142857142857,Kontynentalny,Bułgaria,0.25,0.4285714285714284,0.75,1.0,0.0,2
300,Hotel Astarea 1,0.25,0.5714285714285714,0.10771992818671455,0.21428571428571425,Śródziemnomorski,Chorwacja,0.34375,0.4285714285714284,0.125,0.0,1.0,11
301,Trim Sunny Apartments by Valamar,0.0,0.5714285714285714,0.10861759425493717,0.14285714285714285,Śródziemnomorski,Chorwacja,0.34375,0.4285714285714284,0.125,0.0,1.0,11
302,Hotel Aquapark Szpindlerowy Młyn,0.25,0.5714285714285714,0.04757630161579893,0.14285714285714285,Kontynentalny,Czechy,0.15625,0.19047619047619047,0.75,1.0,0.0,2
303,Hotel Malikia Resort Abu Dabbab,0.75,0.6428571428571428,0.24685816876122083,0.42857142857142855,Śródziemnomorski,Egipt,0.625,0.33333333333333326,0.125,1.0,1.0,15
304,Skarby faraonów,0.25,0.6428571428571428,0.177737881508079,0.42857142857142855,Śródziemnomorski,Egipt,0.625,0.33333333333333326,0.0,0.5,1.0,3
305,Bożonarodzeniowa Alzacja,0.25,0.5714285714285714,0.07800718132854578,0.21428571428571425,Kontynentalny,Francja,0.3125,0.19047619047619047,1.0,0.5,1.0,8
306,Hotel Club Paloma Family,0.5,0.6428571428571428,0.20915619389587076,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.25,0.0,1.0,13
307,Hotel Gold Island,0.75,0.6428571428571428,0.22441651705565532,0.2857142857142857,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.25,0.0,1.0,6
308,Hotel Gold Island,0.75,0.6428571428571428,0.2845601436265709,0.49999999999999994,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.25,0.0,1.0,6
